text,sentiment,sentiment_score,theme,theme_score,length
That explains it.,neutral,0.5818,Family,0.7297,3
Come.,very positive,0.4658,Family,0.9248,1
I'll show you all my secrets.,uncertain,0.3607,Resilience,0.42,6
"Is that wise, milady?",uncertain,0.2446,Personal Growth,0.4376,4
"Gonza, take over for me.",uncertain,0.3403,Personal Growth,0.6965,5
This is my garden.,uncertain,0.4073,Resilience,0.1161,4
None of the townspeople dare to come here.,uncertain,0.4241,Loneliness,0.9473,8
Follow me if you wish to learn my secret.,uncertain,0.4259,Identity,0.6235,9
Good evening.,neutral,0.4778,Family,0.8737,2
"We've only just finished it, milady.",very negative,0.6815,Family,0.7934,6
It's still too heavy.,negative,0.4851,Family,0.5854,4
Perhaps if you didn't hold it so delicately?,uncertain,0.331,Family,0.6688,8
"Milady, if we make them any lighter, they'll fall apart.",uncertain,0.2582,Family,0.7536,10
They're not for me.,negative,0.5265,Family,0.2254,4
They're for the other women here.,uncertain,0.2846,Empathy,0.7642,6
That'll be something to see.,neutral,0.5742,Family,0.6873,5
This is the latest rifle that I've asked these people to design.,uncertain,0.356,Resilience,0.129,12
The ones we brought here have turned out to be too heavy.,negative,0.5114,Family,0.6239,12
These will kill forest monsters and pierce the thickest samurai armour.,uncertain,0.3751,Resilience,0.676,11
"You better watch out there, young man.",very positive,0.4837,Trauma,0.5812,7
Lady Eboshi wants to rule the world.,uncertain,0.3897,Resilience,0.1445,7
I'm sorry to have to push you all so hard.,uncertain,0.4038,Family,0.7745,10
I'll have wine sent down later.,uncertain,0.3302,Family,0.7787,6
That'll be nice.,uncertain,0.3997,Family,0.867,3
First you transform the boar into a demon.,uncertain,0.4416,Trauma,0.7403,8
Now you're making even deadlier weapons!,very negative,0.4909,Trauma,0.0497,6
How much more hatred and pain do you think we need?,very negative,0.6668,Trauma,0.6511,11
"Yes, I'm the one who shot the boar, and I'm sorry that you suffer.",uncertain,0.3631,Identity,0.9158,14
I truly am.,very positive,0.6271,Identity,0.9668,3
That brainless pig.,very negative,0.7455,Trauma,0.2677,3
"I'm the one he should have put a curse on, not you.",very negative,0.5398,Family,0.6927,12
"Does that right hand of yours wish to kill me now, Ashitaka?",uncertain,0.2757,Trauma,0.62,12
"If it would lift the curse, I'd let it tear you apart, but even that wouldn't end the killing now, would it?",uncertain,0.2934,Family,0.6503,22
"No, it wouldn't.",uncertain,0.3623,Family,0.8985,3
It would have to kill all of us to be at peace.,uncertain,0.3378,Family,0.517,12
"Milady, Osa has something to say.",uncertain,0.3856,Family,0.6044,6
"Forgive me, milady.",uncertain,0.4357,Empathy,0.7933,3
You must not make light of the boy's strength.,negative,0.4701,Resilience,0.8702,9
"Young man, like you, I know what rage feels like...",very positive,0.5233,Empathy,0.3279,10
and grief and helplessness.,very negative,0.7558,Grief,0.9682,4
But you must not take your revenge on Lady Eboshi.,uncertain,0.238,Trauma,0.7121,10
She is the only one who saw us as human beings.,very positive,0.5159,Empathy,0.8767,11
We are lepers.,very negative,0.4836,Loneliness,0.9956,3
"The world hates and fears us, but she took us in and washed our rotting flesh and bandaged us.",uncertain,0.3309,Family,0.9167,19
Osa?,uncertain,0.3492,Family,0.4794,1
Life is suffering.,very negative,0.6283,Grief,0.9478,3
It is hard.,negative,0.4659,Personal Growth,0.7615,3
"The world is cursed, but still, you find reasons to keep living.",uncertain,0.3599,Resilience,0.9253,12
I'm sorry.,uncertain,0.3758,Grief,0.7358,2
I'm making no sense.,very negative,0.4965,Family,0.685,4
They just keep coming back.,uncertain,0.2737,Resilience,0.9651,5
"Every night they're out there planting trees, trying to turn the mountain into a forest again.",uncertain,0.359,Family,0.8436,16
Stay here.,uncertain,0.2957,Family,0.9662,2
"Help me kill the Forest Spirit, Ashitaka.",very positive,0.5022,Trauma,0.0832,7
You would do that?,uncertain,0.4361,Family,0.6589,4
Kill the very heart of the forest?,uncertain,0.3422,Trauma,0.2906,7
"Without that ancient god, the animals here would be nothing but dumb beasts once more.",very negative,0.5539,Resilience,0.1105,15
"When the forest has been cleared and the wolves wiped out, this desolate place will be the richest land in the world, and Princess Mononoke will become human.",very positive,0.6378,Personal Growth,0.7163,28
Princess Mononoke?,very negative,0.5421,Romantic Love,0.0019,2
"Princess of the spirits of ghouls, beasts and ancient gods.",very positive,0.5959,Resilience,0.1787,10
"The wolf stole her soul, and now she lives to kill me.",very positive,0.7393,Trauma,0.9598,12
The legends say the blood of the Great Forest's Spirit can heal anything.,uncertain,0.2856,Resilience,0.6272,13
Perhaps it could cure my poor lepers.,uncertain,0.3295,Empathy,0.2236,7
Might even be able to lift your curse.,very negative,0.4808,Family,0.6244,8
Milady!,very positive,0.5684,Family,0.7252,1
How does the action feel to you?,neutral,0.5775,Family,0.3964,7
"Smooth as silk, the perfect thing for ruling the world.",very positive,0.7149,Identity,0.324,10
It's still too heavy for the girls.,negative,0.5407,Family,0.7444,7
All right.,uncertain,0.4407,Family,0.828,2
"Well, look who's here.",uncertain,0.3238,Family,0.7253,4
Evening.,neutral,0.4587,Family,0.7887,1
All right if I work the bellows for a while?,uncertain,0.4129,Resilience,0.7537,10
"Well, I guess so.",neutral,0.551,Family,0.781,4
Excuse me.,very negative,0.4911,Family,0.5672,2
May I try it?,uncertain,0.3494,Personal Growth,0.537,4
It's okay.,neutral,0.6938,Family,0.7846,2
Might as well let him try.,uncertain,0.3858,Personal Growth,0.8885,6
"When you get tired, I'll take over for you.",uncertain,0.3492,Empathy,0.8043,9
"Well, that won't be long.",uncertain,0.411,Family,0.7425,5
"Better keep that kimono shut tight, girl.",uncertain,0.3164,Family,0.8903,7
"I'm impressed, but you'll never keep that pace up.",uncertain,0.3335,Family,0.716,9
"It's hard work, isn't it?",uncertain,0.3646,Personal Growth,0.6728,5
"You bet, and our shifts are four days long.",uncertain,0.3591,Resilience,0.8263,9
You must lead hard lives here.,uncertain,0.2768,Trauma,0.5878,6
"Yeah, I suppose.",neutral,0.4909,Family,0.8347,3
But it sure beats working a brothel in the city?,uncertain,0.347,Trauma,0.2833,10
"Here we get to eat as much as we want, and the men don't bother us!",uncertain,0.2402,Family,0.6363,16
I see.,neutral,0.4752,Family,0.8388,2
No!,very negative,0.5534,Family,0.9037,1
But you can't leave tomorrow.,uncertain,0.3418,Family,0.8931,5
Can't you stay a little longer?,uncertain,0.3318,Family,0.852,6
You can stay and work here.,uncertain,0.4182,Resilience,0.7698,6
"Thanks, but there's someone I have to find out there in the forest.",neutral,0.4597,Personal Growth,0.6692,13
She's here.,uncertain,0.401,Family,0.9776,2
The wolves are coming.,very positive,0.4633,Trauma,0.5631,4
Stop!,uncertain,0.2849,Family,0.771,1
Wait!,uncertain,0.368,Family,0.5416,1
I don't want to fight you.,very negative,0.4737,Personal Growth,0.6514,6
I'm a friend.,neutral,0.4574,Friendship,0.9945,3
Hurry!,uncertain,0.4101,Family,0.7446,1
She's after Lady Eboshi!,very positive,0.6885,Family,0.4549,4
Somebody cut her off!,uncertain,0.3675,Trauma,0.8841,4
Keep stoking those fires!,uncertain,0.3586,Personal Growth,0.9187,4
Riflemen to the stockade.,uncertain,0.3245,Trauma,0.1457,4
We've got her right where we want her.,uncertain,0.3878,Family,0.8033,8
A weapon for every man!,very positive,0.6947,Personal Growth,0.4249,5
Everyone defends Irontown!,very positive,0.6423,Resilience,0.3366,3
"Toki, she's on the roof.",uncertain,0.3594,Resilience,0.6724,5
"Now, don't get excited.",uncertain,0.374,Family,0.3811,4
Keep those bellows working.,uncertain,0.4161,Resilience,0.804,4
"Whatever happens, we can't let those fires go out.",neutral,0.5659,Family,0.7661,9
Is she alone?,very negative,0.5197,Loneliness,0.5322,3
Yes.,uncertain,0.3673,Family,0.9347,1
We have her cornered.,uncertain,0.2781,Family,0.7973,4
You know she means to kill you this time.,uncertain,0.3401,Trauma,0.7658,9
We'll see about that.,neutral,0.5716,Family,0.7654,4
Come on.,uncertain,0.4016,Family,0.8255,2
"Can you hear me, Princess of Beasts?",very positive,0.5088,Personal Growth,0.1142,7
"If it's me you want, here I am.",neutral,0.5665,Identity,0.9,8
"If you seek revenge for all the animals we've killed, well, there are two women down here whom I'd like you to meet.",uncertain,0.4415,Trauma,0.1663,23
They want revenge for husbands killed by your wolves.,very negative,0.4922,Family,0.808,9
"Come on out, you little witch!",uncertain,0.3763,Personal Growth,0.6205,6
My husband's dead because of you!,very negative,0.7123,Family,0.9108,6
There she is!,uncertain,0.3968,Family,0.9233,3
Everybody out of the way!,uncertain,0.421,Family,0.9409,5
"Riflemen, get ready to fire!",very positive,0.5451,Trauma,0.1059,5
It's a trap.,uncertain,0.3561,Trauma,0.7277,3
No!,very negative,0.5534,Family,0.9037,1
Wait!,uncertain,0.368,Family,0.5416,1
Princess of the wolf gods!,very positive,0.8108,Resilience,0.0984,5
Don't go down there!,very negative,0.5031,Trauma,0.6528,4
Go back to the forest!,very positive,0.5676,Resilience,0.3277,5
Don't throw your life away!,very negative,0.6955,Personal Growth,0.7577,5
Shall I stop him?,very negative,0.4868,Trauma,0.2726,4
Leave him be.,uncertain,0.3187,Family,0.8075,3
Let him do what he likes.,uncertain,0.368,Personal Growth,0.8165,6
She's down!,uncertain,0.3499,Loneliness,0.9787,2
We got her!,very positive,0.501,Family,0.9441,3
Stay back.,uncertain,0.282,Family,0.9073,2
"Cut off a wolf's head, and it still has the power to bite.",uncertain,0.3534,Trauma,0.6889,13
Take aim where she falls.,uncertain,0.3409,Trauma,0.7643,5
Right.,uncertain,0.4358,Family,0.8802,1
Open fire.,uncertain,0.3096,Family,0.4835,2
Stay back!,very positive,0.616,Family,0.8949,2
Wake up.,uncertain,0.3874,Personal Growth,0.9037,2
No!,very negative,0.5534,Family,0.9037,1
Skin her!,very positive,0.4825,Trauma,0.7831,2
"Kill her, milady!",very positive,0.6525,Trauma,0.7914,3
Kill her!,very positive,0.5273,Trauma,0.8045,2
Kill her!,very positive,0.5273,Trauma,0.8045,2
"Are you all right, sir?",uncertain,0.3769,Empathy,0.5908,5
Can I help you?,uncertain,0.3554,Personal Growth,0.4681,4
Get away from me!,very positive,0.6181,Trauma,0.5808,4
Begone!,uncertain,0.4372,Family,0.5405,1
Traitor!,very positive,0.6649,Trauma,0.4762,1
"You're a spy for the wolves, aren't you?",uncertain,0.3131,Identity,0.6763,8
Stay back!,very positive,0.616,Family,0.8949,2
Step aside.,uncertain,0.4306,Family,0.5789,2
"What do you think you're doing, boy?",uncertain,0.3297,Trauma,0.4776,7
The girl's life is now mine.,uncertain,0.3789,Personal Growth,0.83,6
I'm sure she'll make a lovely wife for you.,uncertain,0.3876,Family,0.7435,9
There's a demon inside of you.,uncertain,0.3269,Trauma,0.0728,6
It's inside both of you.,neutral,0.7525,Resilience,0.7654,5
"Look, everyone!",uncertain,0.4408,Family,0.6297,2
This is what hatred looks like.,very negative,0.4631,Trauma,0.0089,6
This is what it does when it catches hold of you.,neutral,0.6786,Trauma,0.6763,11
"It's eating me alive, and very soon now it will kill me!",very positive,0.6722,Trauma,0.8208,12
Fear and anger only make it grow faster.,uncertain,0.3067,Personal Growth,0.7742,8
"I'm getting a little bored of this curse of yours, Ashitaka.",uncertain,0.4268,Grief,0.021,11
Let me just cut the damn thing off!,uncertain,0.3461,Family,0.72,8
Lady Eboshi!,very positive,0.7152,Family,0.9323,2
Someone come here and take her from me.,uncertain,0.3571,Trauma,0.6795,8
Milady!,very positive,0.5684,Family,0.7252,1
Don't worry.,very negative,0.6097,Resilience,0.7732,2
She's just stunned.,very positive,0.5317,Trauma,0.9742,3
She'll be all right.,neutral,0.4574,Family,0.9556,4
"As for me, I'm leaving, and I'm taking the Wolf Girl!",uncertain,0.3813,Personal Growth,0.9027,11
"No, you're not!",uncertain,0.4476,Family,0.928,3
Nobody treats my Lady Eboshi like that!,very negative,0.4668,Family,0.9054,7
Move and I fire!,very positive,0.5631,Personal Growth,0.3122,4
"Kiyo, what are you doing?",uncertain,0.3188,Personal Growth,0.6167,5
How can he still be walking?,uncertain,0.3482,Trauma,0.4534,6
Is she all right?,uncertain,0.3901,Family,0.7411,4
"Yes, milady's safe, sir.",very positive,0.5877,Family,0.9571,4
Someone bring me my gun!,very positive,0.5902,Trauma,0.1935,5
"Riflemen to the square now, on the double!",uncertain,0.3893,Resilience,0.2069,8
They're not getting out of here alive!,uncertain,0.271,Trauma,0.8953,7
"Toki, come here.",very positive,0.4693,Family,0.9118,3
What?,uncertain,0.396,Family,0.3908,1
What's happened?,uncertain,0.3437,Family,0.366,2
"Sir, I can't let you pass.",uncertain,0.3107,Trauma,0.7359,6
The gate's been ordered shut.,uncertain,0.4178,Family,0.6959,5
It can't be opened.,very negative,0.4573,Family,0.7629,4
"Turn back, please.",uncertain,0.3716,Trauma,0.8466,3
We're grateful.,uncertain,0.2565,Family,0.9304,2
You brought those men back to us.,very positive,0.5354,Resilience,0.9209,7
We don't want to hurt you.,uncertain,0.4188,Family,0.8608,6
Please!,uncertain,0.248,Family,0.8072,1
I walked in through this gate this morning.,uncertain,0.323,Personal Growth,0.7045,8
Now I'm going to leave the same way.,uncertain,0.3501,Family,0.7657,8
Don't be a fool.,very negative,0.5832,Family,0.6612,4
It takes ten men to open this gate.,uncertain,0.2784,Resilience,0.6473,8
Stop it!,uncertain,0.357,Family,0.6417,2
You'll kill yourself.,very negative,0.6913,Trauma,0.6717,3
It's opening.,neutral,0.5152,Personal Growth,0.8756,2
Out of the way!,uncertain,0.4213,Family,0.7813,4
The wolves are attacking!,uncertain,0.2776,Trauma,0.7171,4
Flint!,uncertain,0.4177,Personal Growth,0.1415,1
She's all right!,very positive,0.4652,Family,0.9522,3
Your princess is safe with me!,uncertain,0.4253,Family,0.907,6
Stay and I will bring her!,very positive,0.6668,Family,0.9551,6
"Come on, Yakul.",uncertain,0.3994,Personal Growth,0.8114,3
You have my thanks.,uncertain,0.3689,Family,0.8244,4
"Good luck, stranger.",very negative,0.5169,Personal Growth,0.8336,3
Stop it!,uncertain,0.357,Family,0.6417,2
Leave him!,uncertain,0.3954,Trauma,0.8073,2
He's mine!,uncertain,0.3668,Family,0.9558,2
His own people shot him.,uncertain,0.3634,Family,0.9703,5
He's dying.,very negative,0.6234,Trauma,0.9148,2
Why did you stop me from killing her?,very negative,0.5976,Family,0.5132,8
Tell me while you're still alive.,uncertain,0.332,Family,0.6273,6
I didn't want them to kill you.,uncertain,0.3387,Empathy,0.8386,7
That's why.,neutral,0.5493,Family,0.7261,2
I'm not afraid to die.,uncertain,0.3862,Resilience,0.9384,5
I'd do anything to get you humans out of my forest.,uncertain,0.3076,Trauma,0.5954,11
I knew that from the first moment I saw you.,uncertain,0.3677,Family,0.9225,10
And I'm not afraid of you!,very positive,0.4666,Resilience,0.9181,6
I should kill you for saving her!,uncertain,0.3488,Trauma,0.7951,7
That woman is evil.,very negative,0.6311,Trauma,0.5641,4
There's no one who can stop me from killing her.,very negative,0.5632,Family,0.7567,10
No.,very negative,0.4577,Family,0.8406,1
Live.,uncertain,0.4435,Personal Growth,0.8362,1
That's enough!,likely_emotive,0.4552,Family,0.7331,2
I'm not listening to you anymore!,very negative,0.5408,Trauma,0.6148,6
You're beautiful.,very positive,0.5946,Family,0.8408,2
"What is it, San?",uncertain,0.3473,Family,0.3507,4
Want me to crunch his face off?,uncertain,0.4201,Trauma,0.6829,7
The ape tribe.,uncertain,0.2876,Resilience,0.5429,3
"Apes, how dare you show such disrespect to the wolf clan.",uncertain,0.3243,Trauma,0.6248,11
This is our forest.,uncertain,0.3337,Resilience,0.0843,4
"The human, give him to us.",very positive,0.4689,Personal Growth,0.5023,6
Give us the human and go.,very positive,0.4965,Personal Growth,0.6243,6
You go before my fangs find you.,uncertain,0.4215,Trauma,0.4711,7
We will not go.,very negative,0.7331,Family,0.9205,4
We will eat the human.,uncertain,0.3395,Family,0.3133,5
We will eat the human.,uncertain,0.3395,Family,0.3133,5
"Yes, let us eat the man creature.",uncertain,0.3688,Family,0.3247,7
Are you crazy?,uncertain,0.3126,Family,0.5796,3
Just what happened to make the ape tribe change this way?,uncertain,0.3109,Trauma,0.6649,11
Since when do apes eat the flesh of a man?,very negative,0.5249,Trauma,0.1918,10
"If we eat the human, we will steal his strength, and we will drive the other humans away.",uncertain,0.4056,Family,0.582,18
Give us the man creature.,very positive,0.5053,Resilience,0.3455,5
Stop this.,very negative,0.5316,Trauma,0.6929,2
You know you can't possess the humans' strength by eating them.,uncertain,0.2999,Family,0.7306,11
"All that'll do is make you into something else, something even worse than human.",very negative,0.4993,Trauma,0.7674,14
We plant trees.,uncertain,0.3694,Resilience,0.3861,3
Humans tear them up.,uncertain,0.3343,Trauma,0.5491,4
The forest does not come back.,uncertain,0.4161,Trauma,0.6096,6
"If we kill the humans, we will save the forest.",uncertain,0.3695,Trauma,0.3379,10
You mustn't give up.,very negative,0.4867,Resilience,0.9303,4
We'll find a way.,neutral,0.5127,Family,0.8489,4
The Forest Spirit is with us.,very positive,0.5698,Resilience,0.0642,6
Keep planting trees and someday we'll beat them.,uncertain,0.4053,Resilience,0.8245,8
The Forest Spirit will not fight.,very negative,0.5675,Resilience,0.7891,6
We will all die.,very positive,0.5714,Grief,0.2764,4
Wolf Girl does not care.,uncertain,0.3734,Personal Growth,0.7005,5
She is human.,uncertain,0.3953,Personal Growth,0.9434,3
Enough!,uncertain,0.3123,Family,0.6826,1
"I'll bite your head off, you chattering ape.",uncertain,0.335,Trauma,0.6524,8
Stop!,uncertain,0.2849,Family,0.771,1
Don't worry about them.,very negative,0.4522,Family,0.7937,4
It's all right.,neutral,0.5232,Family,0.8957,3
You two go on ahead now.,uncertain,0.3143,Family,0.8578,6
I'll stay here and deal with the human.,uncertain,0.3656,Resilience,0.659,8
What about the elk?,uncertain,0.3645,Resilience,0.416,4
Can we eat him?,uncertain,0.4489,Family,0.3382,4
"No, you may not.",uncertain,0.3893,Family,0.8919,4
Go home!,very positive,0.5566,Trauma,0.6761,2
Come over here.,uncertain,0.3566,Family,0.9129,3
Don't worry.,very negative,0.6097,Resilience,0.7732,2
I'm a friend.,neutral,0.4574,Friendship,0.9945,3
Don't be shy.,uncertain,0.3711,Family,0.8611,3
I won't hurt you.,uncertain,0.3845,Friendship,0.8815,4
I need you to help me carry him.,neutral,0.5976,Family,0.7549,8
You're very wise.,very positive,0.601,Resilience,0.8259,3
"You know better than to set foot on this island, huh?",uncertain,0.3718,Trauma,0.6098,11
I smell like a human.,uncertain,0.413,Identity,0.8567,5
You can go wherever you want to.,uncertain,0.3507,Personal Growth,0.6635,7
You're free now.,very positive,0.483,Personal Growth,0.8085,3
There he is.,neutral,0.716,Family,0.8174,3
Come and see.,very positive,0.5057,Family,0.9019,3
Hurry.,uncertain,0.3969,Family,0.7371,1
It's the Nightwalker.,very positive,0.568,Trauma,0.0021,3
"Quick, you idiots.",positive,0.4686,Trauma,0.4262,3
"He's the reason we've been sitting around in these stinking animal skins, you know.",uncertain,0.2642,Trauma,0.6848,14
"But sir, we can't.",uncertain,0.303,Family,0.9072,4
It's a sin to look at it.,uncertain,0.3,Family,0.5645,7
And you call yourself the greatest hunter in the West.,very positive,0.7066,Identity,0.8883,10
Look.,uncertain,0.3684,Family,0.8535,1
"We've got a letter of pardon from the emperor, forgiving us for cutting off the head of the Great Forest Spirit.",uncertain,0.3989,Resilience,0.393,21
"The legends tell us that when day becomes night, the Forest Spirit turns into the Nightwalker, and at sunrise, it changes back.",uncertain,0.35,Resilience,0.0465,22
Look!,uncertain,0.4131,Family,0.7393,1
See there?,uncertain,0.433,Family,0.7895,2
It's happening.,neutral,0.7262,Family,0.8379,2
"Take a look, Master Jigo.",very positive,0.4911,Resilience,0.6707,5
What is it?,neutral,0.4969,Personal Growth,0.1153,3
Over there.,uncertain,0.3791,Family,0.7609,2
Look.,uncertain,0.3684,Family,0.8535,1
There must be hundreds of them.,neutral,0.556,Family,0.7261,6
Those boars are not from this region.,negative,0.6305,Trauma,0.1385,7
They must've been traveling for months to get here.,neutral,0.4535,Family,0.8816,9
That one's Okkoto!,uncertain,0.4326,Personal Growth,0.0076,3
Can't be.,very negative,0.5321,Family,0.6162,2
They say he died 100 years ago.,uncertain,0.3184,Family,0.8021,7
"It's him, all right.",neutral,0.4523,Identity,0.9817,4
I know those old tusks.,uncertain,0.3974,Family,0.2713,5
And it looks like he brought along his whole tribe.,uncertain,0.4018,Family,0.9819,10
He's seen us!,very positive,0.5387,Family,0.9215,3
Let's get out of here!,uncertain,0.2474,Personal Growth,0.7669,5
"Come on, you cowards!",very positive,0.5108,Trauma,0.6415,4
Move!,uncertain,0.3968,Personal Growth,0.8668,1
Quickly!,positive,0.4803,Family,0.7717,1
The bullet wound's gone.,uncertain,0.4455,Trauma,0.7661,4
Yakul.,uncertain,0.2927,Personal Growth,0.0996,1
You're awake.,very negative,0.5252,Family,0.8166,2
You should thank Yakul.,uncertain,0.3016,Personal Growth,0.5763,4
He hasn't left your side this whole time.,very negative,0.5278,Family,0.9729,8
How'd you know his name's Yakul?,uncertain,0.2993,Identity,0.6424,6
"He told me, and he told me about you-- about your village, your people and your forest.",uncertain,0.3608,Family,0.8459,17
The Forest Spirit brought you back to life again.,very positive,0.664,Resilience,0.8734,9
He wants you to live.,uncertain,0.4269,Personal Growth,0.8001,5
I had the strangest dream.,uncertain,0.3767,Resilience,0.4117,5
There was a golden creature.,uncertain,0.301,Resilience,0.3349,5
Eat this.,uncertain,0.2757,Family,0.8245,2
Chew.,uncertain,0.2747,Personal Growth,0.6495,1
We are here to kill the humans and save the forest.,uncertain,0.3644,Trauma,0.1261,11
"Why are there humans here, Moro?",uncertain,0.2993,Trauma,0.0636,6
Humans are everywhere these days.,uncertain,0.295,Personal Growth,0.7915,5
Go back to your own mountain.,very positive,0.4695,Personal Growth,0.913,6
Kill them there.,very negative,0.6276,Family,0.798,3
"The girl is San, my daughter.",very positive,0.5989,Family,0.9816,6
We will kill them here.,very negative,0.5994,Family,0.4846,5
We will save this forest.,very positive,0.4803,Resilience,0.8425,5
What is that other human doing here?,uncertain,0.3746,Personal Growth,0.101,7
"He was shot, and then the Great Spirit healed his wound.",uncertain,0.3096,Resilience,0.8854,11
This man is not our enemy!,very negative,0.4865,Friendship,0.8558,6
The Forest Spirit saved him?,very positive,0.6531,Resilience,0.3873,5
Saved the life of that loathsome runt?,uncertain,0.2455,Resilience,0.6399,7
Why didn't he save Nago?,very negative,0.4738,Trauma,0.7244,5
Is he not the guardian of the forest?,uncertain,0.4362,Identity,0.105,8
Why?,uncertain,0.3626,Family,0.3678,1
The Forest Spirit gives life and takes life away.,very positive,0.4978,Resilience,0.088,9
"Life and death are his alone, or have you boars forgotten that?",very negative,0.4944,Identity,0.3006,12
You lie!,uncertain,0.3116,Trauma,0.6,2
You must have begged the Forest Spirit to spare his life!,very positive,0.7265,Empathy,0.86,11
"But you did not beg for Nago, did you?",uncertain,0.3245,Family,0.6938,9
Nago was afraid to die.,uncertain,0.4143,Trauma,0.9271,5
"Now I, too, carry within my breast a poisoned human bullet.",very negative,0.5815,Trauma,0.9001,11
"Nago fled, and the darkness took him.",very negative,0.5492,Trauma,0.9028,7
I remain and contemplate my death.,uncertain,0.2821,Loneliness,0.6135,6
Mother!,very positive,0.6857,Family,0.9919,1
Please ask the Forest Spirit to save you.,uncertain,0.3078,Resilience,0.3499,8
"I have lived long enough, San.",uncertain,0.3828,Resilience,0.524,6
Soon the Forest Spirit will let me rest forever.,very positive,0.4895,Resilience,0.4484,9
All these years you defended the Forest Spirit!,very positive,0.6019,Resilience,0.1017,8
He must save you!,very positive,0.6673,Family,0.4934,4
You are not fooling us.,uncertain,0.3207,Family,0.6714,5
Nago was beautiful and strong.,very positive,0.57,Resilience,0.8535,5
He would not have run from anything.,uncertain,0.2973,Resilience,0.8534,7
You wolves must have eaten him!,very positive,0.5042,Trauma,0.9512,6
Quiet!,uncertain,0.4066,Family,0.9006,1
"Watch what you say, you filthy pig!",very positive,0.467,Trauma,0.3888,7
"Gods of the mountain, please listen to me.",very positive,0.5288,Trauma,0.5763,8
"Nago died far from here, and I was the one who killed him.",very negative,0.7497,Trauma,0.8153,13
He had become some kind of demon.,negative,0.5418,Trauma,0.3768,7
One day he attacked our village.,uncertain,0.3112,Trauma,0.7491,6
"If you want proof, look at my hand where he touched me.",uncertain,0.3693,Trauma,0.5743,12
I came here to beg the Forest Spirit to lift Nago's curse from me.,very positive,0.5669,Trauma,0.2923,14
"He healed the bullet wound in my side, but the demon mark remains.",neutral,0.552,Trauma,0.8845,13
"First it will tear my soul apart, and then it will kill me.",neutral,0.5193,Trauma,0.8159,13
"Okkoto, finally, a boar who will listen to reason.",very positive,0.5845,Personal Growth,0.6731,9
"No, Lord Okkoto, wait!",uncertain,0.3922,Personal Growth,0.6885,4
"Please, you mustn't eat him.",uncertain,0.3585,Family,0.9124,5
"You are Moro's human child, aren't you?",very positive,0.4664,Family,0.9936,7
I have heard of you.,uncertain,0.425,Identity,0.5499,5
You're blind.,very negative,0.5344,Family,0.3981,2
Stand back.,neutral,0.4737,Family,0.87,2
I will not eat him.,very negative,0.7865,Resilience,0.8952,5
"It's all right, San.",uncertain,0.3159,Family,0.9156,4
"My Lord Okkoto, what I said about Nago's death was the truth.",uncertain,0.4114,Family,0.9324,12
"I believe you, and I thank you for it, young one.",very positive,0.5267,Personal Growth,0.8741,11
I am only grieved and ashamed that a demon has come from our tribe.,very negative,0.7967,Grief,0.9723,14
"O mighty Lord, is there a way to lift Nago's curse from me?",uncertain,0.3328,Grief,0.2585,13
Leave this forest...,uncertain,0.2779,Trauma,0.4455,3
for the next time we meet I will have to kill you.,uncertain,0.2625,Trauma,0.4827,12
You cannot win against the humans.,very negative,0.6762,Personal Growth,0.2488,6
Their guns will destroy you all.,very negative,0.8091,Trauma,0.4316,6
"Look on my tribe, Moro.",uncertain,0.4115,Family,0.8189,5
"We grow small, and we grow stupid.",uncertain,0.3661,Trauma,0.6148,7
We will soon be nothing but squealing game that the humans hunt for their meat.,uncertain,0.384,Trauma,0.435,15
You'd risk everything on one last battle?,uncertain,0.4219,Trauma,0.1874,7
That's just what the humans want.,uncertain,0.3329,Personal Growth,0.7293,6
I do not ask for the help of the wolf tribe.,uncertain,0.4306,Resilience,0.6589,11
"Even if every one of us dies, it will be a battle the humans will never forget.",uncertain,0.4127,Family,0.5736,17
The Forest Spirit.,very positive,0.6433,Resilience,0.0065,3
Come on!,very positive,0.5919,Personal Growth,0.8703,2
Keep your oxen together!,very positive,0.5959,Resilience,0.8532,4
Hurry!,uncertain,0.4101,Family,0.7446,1
Get ready now.,uncertain,0.3578,Family,0.8896,3
Little bit closer.,uncertain,0.3617,Family,0.8479,3
Fire!,very positive,0.6156,Personal Growth,0.0044,1
Reload!,very positive,0.4762,Family,0.8457,1
Fire!,very positive,0.6156,Personal Growth,0.0044,1
"Ready-- Well, I see somebody is going to have to go play the peacemaker.",uncertain,0.3443,Family,0.7497,14
Take our riflemen and hide behind the cliffs.,uncertain,0.3761,Resilience,0.6129,8
There they are!,uncertain,0.3953,Family,0.9253,3
Where?,uncertain,0.3606,Personal Growth,0.2031,1
"The hunters are ready, sir.",uncertain,0.4323,Resilience,0.3964,5
Excellent.,very positive,0.7193,Family,0.9268,1
"Well done, my boy.",uncertain,0.3905,Personal Growth,0.9137,4
Go and spread the word.,positive,0.455,Family,0.8061,5
We'll be moving out presently.,neutral,0.5641,Personal Growth,0.9314,5
"Greetings, Jigo.",uncertain,0.3116,Friendship,0.9465,2
"I've got the emperor breathing down my neck, and you're busy playing war with Lord Asano.",very positive,0.6239,Trauma,0.5109,16
"And you'd have nothing to do with him being here, now, would you?",uncertain,0.289,Family,0.9374,13
Of course not.,negative,0.4655,Family,0.794,3
Whatever made you think that?,uncertain,0.3818,Family,0.4365,5
