text,sentiment,sentiment_score,theme,theme_score,length
"I see what's happening Yeah You're face to face with greatness and it's strange You don't even know how you feel It's adorable Well it's nice to see that humans never change Open your eyes Let's begin Yes, it's really me It's Maui Breathe it in I know it's a lot The hair The bod When you're staring at a demigod What can I say except You're welcome For the tides, the sun, the sky Hey, it's okay, it's okay You're welcome I'm just an ordinary demiguy Hey!",very positive,0.628,Personal Growth,0.8946,88
What has two thumbs and pulled up the sky When you were waddling yay high?,uncertain,0.2587,Personal Growth,0.383,15
This guy When the nights got cold Who stole you fire from down below?,uncertain,0.311,Trauma,0.8656,14
"You're looking at him yo Oh also I lassoed the sun You're welcome To stretch your days and bring you fun Also I harnessed the breeze You're welcome To fill your sails and shake your trees So what can I say except You're welcome For the islands I pulled from the sea There's no need to pray It's okay You're welcome Ha I guess it's just my way of being me You're welcome You're welcome Well come to think of it Kid, honestly I could go on and on I could explain every natural phenomenon The tide, the grass, the ground Oh that was Maui just messing around I killed an eel I buried its guts Sprouted a tree Now you got coconuts What's the lesson?",uncertain,0.433,Personal Growth,0.872,126
What is the take away?,uncertain,0.3734,Personal Growth,0.424,5
"Don't mess with Maui when he's on a breakaway And the tapestry here on my skin Is a map of the victories I win Look where I've been I make everything happen Look at that Mean Mini-Maui just tickety tappin' Ha ha Ha ha Ha ha Hey Well anyway let me say You're welcome You're welcome For the wonderful world you know Hey, it's okay, it's okay You're welcome You're welcome Well come to think of it I gotta go Hey it's your day to say You're welcome You're welcome 'Cause I'm gonna need that boat I'm sailing away away You're welcome You're welcome 'Cause Maui can do everything but float You're welcome You're welcome You're welcome You're welcome Huh?",uncertain,0.3466,Personal Growth,0.8823,120
And thank you!,very positive,0.5479,Family,0.8133,3
Hey!,uncertain,0.3457,Family,0.7355,1
Let me out!,uncertain,0.4257,Personal Growth,0.8676,3
"You lying, slimy son of a...",uncertain,0.3559,Trauma,0.6458,6
You're welcome You're so welcome.,very positive,0.5342,Family,0.9347,5
No.,very negative,0.4577,Family,0.8406,1
I'm not going to Te Fiti with some kid.,negative,0.4638,Personal Growth,0.2745,9
I'm going to get my hook.,uncertain,0.3571,Family,0.4889,6
You have yours and I'm not Maui without mine.,uncertain,0.2893,Family,0.863,9
"Okay, talk to the back.",neutral,0.5239,Family,0.7761,5
Boat snack.,uncertain,0.2887,Resilience,0.0074,2
"Good riddance, you filthy pile of pebbles.",uncertain,0.423,Grief,0.7445,7
"Oh, no, no, no.",uncertain,0.3756,Family,0.9076,4
Don't look at me like that.,uncertain,0.4415,Personal Growth,0.7264,6
It's a beautiful cave.,uncertain,0.3976,Resilience,0.2886,4
She's gonna love it.,positive,0.4944,Family,0.9697,4
And I'm going to love you in ma belly.,very positive,0.493,Family,0.9661,9
"Now, let's fatten you up, drumstick.",uncertain,0.3455,Personal Growth,0.7563,6
I could watch that all day.,uncertain,0.3032,Family,0.8168,6
Okay.,neutral,0.7094,Family,0.8657,1
Enjoy the island.,uncertain,0.4328,Resilience,0.5279,3
"Maui, out.",uncertain,0.3237,Personal Growth,0.6994,2
No!,very negative,0.5534,Family,0.9037,1
Stop!,uncertain,0.2849,Family,0.771,1
Hey!,uncertain,0.3457,Family,0.7355,1
You have to put back the heart!,very positive,0.7432,Empathy,0.8318,7
Did not see that coming.,negative,0.4561,Family,0.7849,5
I am Moana of Motunui.,uncertain,0.2884,Identity,0.9782,5
This is my canoe...,uncertain,0.3545,Resilience,0.594,4
and you will journey to...,uncertain,0.3625,Personal Growth,0.8761,5
"All right, get over it.",uncertain,0.2999,Family,0.7391,5
We gotta move.,uncertain,0.2773,Personal Growth,0.8576,3
And she's back.,uncertain,0.3902,Resilience,0.9478,3
I am Moana of Motunui...,uncertain,0.2339,Identity,0.979,5
"It was Moana, right?",uncertain,0.2594,Personal Growth,0.0024,4
Yes.,uncertain,0.3673,Family,0.9347,1
And you will restore the heart!,very positive,0.6303,Personal Growth,0.6562,6
All right.,uncertain,0.4407,Family,0.828,2
I'm out.,uncertain,0.4372,Trauma,0.5395,2
"Oh, come on!",very positive,0.5798,Trauma,0.5274,3
What is your problem?,uncertain,0.4292,Family,0.3907,4
Are you afraid of it?,uncertain,0.3957,Family,0.3168,5
No!,very negative,0.5534,Family,0.9037,1
No.,very negative,0.4577,Family,0.8406,1
I'm not afraid.,uncertain,0.3797,Resilience,0.9798,3
Stay out of it or you're sleeping in my armpit.,uncertain,0.3603,Family,0.8722,10
"You, stop it.",uncertain,0.2753,Trauma,0.6331,3
That is not a heart.,uncertain,0.3853,Loneliness,0.3621,5
It is a curse.,uncertain,0.4187,Loneliness,0.4128,4
"The second I took it, I got blasted outta the sky...",uncertain,0.3282,Trauma,0.9553,11
and I lost my hook.,very negative,0.583,Trauma,0.6304,5
Get it away from me.,uncertain,0.323,Trauma,0.2658,5
Get this away?,uncertain,0.3684,Trauma,0.5882,3
"Hey, hey, hey!",uncertain,0.3787,Family,0.7728,3
"I'm a demigod, okay?",uncertain,0.3153,Identity,0.4545,4
Stop that.,very negative,0.4566,Trauma,0.7796,2
I will smite you!,very positive,0.6431,Identity,0.1723,4
You wanna get smote?,uncertain,0.4449,Trauma,0.1969,4
Smotten?,uncertain,0.3657,Trauma,0.2963,1
"Listen, that thing doesn't give you power to create life...",very negative,0.4918,Family,0.4233,10
it's a homing beacon of death.,very negative,0.778,Loneliness,0.109,6
"If you don't put it away, bad things are gonna come for it.",uncertain,0.3138,Family,0.6776,13
Come for this?,uncertain,0.3321,Family,0.7479,3
The heart?,uncertain,0.2389,Romantic Love,0.3504,2
You mean this heart right here?,very positive,0.7109,Romantic Love,0.6245,6
"Don't, you can't raise your voice like that!",very negative,0.4972,Family,0.8811,8
Come and get it!,very positive,0.6153,Family,0.7858,4
You are gonna get us killed!,uncertain,0.3804,Family,0.3015,6
"No, I'm gonna get us to Te Fiti, so you can put it back.",uncertain,0.3213,Resilience,0.2553,14
Thank you.,positive,0.5047,Family,0.8872,2
You're welcome.,positive,0.4571,Family,0.8921,2
Kakamora.,uncertain,0.3311,Friendship,0.3578,1
Kaka-what?,uncertain,0.3116,Personal Growth,0.0847,1
Murdering little pirates.,very negative,0.5058,Trauma,0.0087,3
Wonder what they're here for.,uncertain,0.4296,Identity,0.3253,5
They're kinda cute.,positive,0.5032,Family,0.8909,3
Ocean!,very positive,0.6436,Resilience,0.0495,1
Do something!,uncertain,0.3677,Personal Growth,0.6853,2
Help us!,uncertain,0.4199,Family,0.781,2
"The ocean doesn't help you, you help yourself!",uncertain,0.3673,Personal Growth,0.931,8
Tighten the halyard.,very negative,0.5967,Family,0.5324,3
Bind the stays!,very positive,0.5354,Family,0.7565,3
You can't sail?,very negative,0.4717,Resilience,0.1095,3
I am self-taught.,very positive,0.4986,Personal Growth,0.9422,3
Can't you shapeshift or something?,neutral,0.5031,Family,0.2293,5
Do you see my hook?,uncertain,0.3387,Personal Growth,0.5038,5
"No magic hook, no magic powers!",very negative,0.5191,Family,0.6093,6
Their boat is turning into more boats!,uncertain,0.4193,Resilience,0.8039,7
"Yep, I just did that.",uncertain,0.3809,Resilience,0.6742,5
"No, no!",very negative,0.5612,Family,0.9034,2
Heihei!,very positive,0.6334,Identity,0.9619,1
Maui!,very positive,0.5062,Personal Growth,0.5425,1
They took the heart!,very positive,0.5794,Family,0.9,4
That's a chicken.,uncertain,0.3359,Resilience,0.218,3
The heart is in the...,uncertain,0.3423,Romantic Love,0.8718,5
We have to get him back!,very positive,0.5778,Family,0.7874,6
Maui!,very positive,0.5062,Personal Growth,0.5425,1
Cheeeehoooo!,uncertain,0.4167,Family,0.7249,1
There!,uncertain,0.4205,Family,0.7808,1
Right there!,uncertain,0.3366,Family,0.8187,2
You're turning?,uncertain,0.3262,Personal Growth,0.9529,2
What are you doing?,neutral,0.5407,Personal Growth,0.5829,4
Escaping!,very positive,0.6275,Personal Growth,0.8643,1
The heart!,very positive,0.6316,Romantic Love,0.8576,2
Forget it!,uncertain,0.4047,Family,0.6504,2
You'll never get it back!,very negative,0.6636,Trauma,0.6601,5
"Besides, you got a better one.",uncertain,0.3226,Personal Growth,0.7346,6
Hey!,uncertain,0.3457,Family,0.7355,1
What am I gonna steer with?,uncertain,0.3534,Family,0.4084,6
They're just gonna kill ya!,uncertain,0.2819,Grief,0.4227,5
Coconuts.,uncertain,0.3665,Resilience,0.0812,1
Got it!,uncertain,0.4456,Family,0.7826,2
Hey!,uncertain,0.3457,Family,0.7355,1
Yeah!,uncertain,0.3534,Family,0.8606,1
We did it!,uncertain,0.4147,Family,0.8869,3
"Congratulations on not being dead, girlie.",neutral,0.5568,Resilience,0.9179,6
You surprise me.,uncertain,0.4385,Personal Growth,0.8279,3
But I'm still not taking that thing back.,uncertain,0.4296,Family,0.8639,8
You wanna get to Te Fiti you gotta go through a whole ocean of bad.,very negative,0.5156,Trauma,0.4576,15
Not to mention Te Kā.,uncertain,0.3933,Family,0.1567,5
Lava monster?,uncertain,0.3423,Trauma,0.0055,2
Ever defeat a lava monster?,very negative,0.496,Resilience,0.1017,5
No.,very negative,0.4577,Family,0.8406,1
Have you?,uncertain,0.4429,Family,0.8021,2
I'm not going on a suicide mission with some mortal.,very negative,0.4943,Identity,0.3398,10
You can't restore the heart without me...,very negative,0.7656,Personal Growth,0.5996,7
and me says no.,very negative,0.5014,Personal Growth,0.8325,4
I'm getting my hook.,positive,0.4889,Family,0.5803,4
End of discussion.,uncertain,0.3994,Family,0.2522,3
You'd be a hero.,very positive,0.6123,Personal Growth,0.6605,4
"That's what you're all about, right?",neutral,0.5155,Identity,0.7209,6
"Little girl, I am a hero.",uncertain,0.4159,Personal Growth,0.8685,6
Maybe you were.,neutral,0.5943,Personal Growth,0.8269,3
But now...,uncertain,0.4318,Personal Growth,0.8061,2
now you're just the guy who stole the heart of Te Fiti.,very positive,0.6468,Trauma,0.9435,12
The guy who cursed the world.,uncertain,0.2755,Grief,0.2316,6
You're no one's hero.,very negative,0.6265,Identity,0.5078,4
No one?,very negative,0.715,Loneliness,0.9432,2
But...,uncertain,0.3872,Family,0.8111,1
put this back...,uncertain,0.2566,Family,0.5543,3
save the world...,uncertain,0.4186,Resilience,0.4291,3
you'd be everyone's hero.,very positive,0.5917,Personal Growth,0.6517,4
Maui!,very positive,0.5062,Personal Growth,0.5425,1
Maui!,very positive,0.5062,Personal Growth,0.5425,1
Maui!,very positive,0.5062,Personal Growth,0.5425,1
You're so amazing!,very positive,0.7485,Personal Growth,0.8256,3
We'd never make it without my hook.,very negative,0.7205,Family,0.4382,7
Not past Te Kā.,uncertain,0.3803,Family,0.246,4
Then we get your hook.,uncertain,0.2809,Family,0.4149,5
"We get your hook, take out Te Kā, restore the heart.",very positive,0.4926,Personal Growth,0.634,11
Unless you don't wanna be...,very negative,0.5152,Personal Growth,0.5161,5
"Maui, demigod of the wind and sea.",very negative,0.4929,Resilience,0.6494,7
Hero to...,uncertain,0.2664,Personal Growth,0.745,2
all.,uncertain,0.3758,Family,0.816,1
"First, we get my hook.",uncertain,0.3146,Resilience,0.5805,5
Then save the world.,very positive,0.5578,Resilience,0.2373,4
Deal?,uncertain,0.3774,Family,0.8017,1
Deal.,neutral,0.4853,Family,0.9249,1
Worth a shot.,neutral,0.4616,Family,0.7721,3
"Okay, we go east.",neutral,0.686,Family,0.7173,4
To the lair of Tamatoa.,uncertain,0.3886,Resilience,0.2887,5
"If anyone has my hook, it's that beady-eyed bottom-feeder.",uncertain,0.3155,Trauma,0.4637,9
Teach me to sail.,uncertain,0.3346,Personal Growth,0.7636,4
My job is to deliver Maui across the great ocean.,uncertain,0.4046,Resilience,0.637,10
I should...,neutral,0.5159,Personal Growth,0.8693,2
I should be sailing.,neutral,0.4859,Personal Growth,0.6204,4
"It's called wayfinding, princess.",uncertain,0.2696,Personal Growth,0.0031,4
And it's not just sails and knots...,neutral,0.4885,Resilience,0.456,7
it's seeing where you're going in your mind.,neutral,0.4873,Personal Growth,0.9003,8
Knowing where you are...,neutral,0.5469,Personal Growth,0.7119,4
by knowing where you've been.,uncertain,0.3711,Personal Growth,0.571,5
"Okay, first, I'm not a princess.",neutral,0.4805,Personal Growth,0.8216,6
I am the daughter of the chief.,very positive,0.4768,Family,0.9957,7
Same difference.,neutral,0.5707,Family,0.6856,2
No.,very negative,0.4577,Family,0.8406,1
"If you wear a dress, and you have an animal sidekick...",neutral,0.5092,Resilience,0.1672,11
you're a princess.,uncertain,0.386,Romantic Love,0.378,3
You are not a wayfinder.,uncertain,0.4293,Family,0.4485,5
"You will never be a wayfinder, you will never be a...",very negative,0.7371,Family,0.1483,11
Really?,uncertain,0.3086,Family,0.6704,1
Blow dart in my butt cheek?,uncertain,0.3012,Trauma,0.8083,6
You are a bad person.,very negative,0.6205,Identity,0.6441,5
"If you can talk, you can teach.",neutral,0.5946,Resilience,0.7118,7
Wayfinding.,uncertain,0.2924,Personal Growth,0.0614,1
Lesson one.,neutral,0.5632,Family,0.2726,2
Hit it.,uncertain,0.4061,Family,0.8244,2
Pull the sheet.,very negative,0.6037,Family,0.8139,3
Not the sheet.,uncertain,0.4467,Resilience,0.2479,3
No.,very negative,0.4577,Family,0.8406,1
Nope.,very negative,0.6084,Family,0.6379,1
Nope.,very negative,0.6084,Family,0.6379,1
No.,very negative,0.4577,Family,0.8406,1
Tried that one already.,uncertain,0.3091,Family,0.5576,4
"You're measuring the stars, not giving the sky a high-five.",neutral,0.4534,Personal Growth,0.116,10
"If the current's warm, you're going the right way.",uncertain,0.347,Family,0.6838,9
It's cold.,very negative,0.5075,Family,0.4504,2
"Wait, it's getting warmer.",uncertain,0.4328,Personal Growth,0.7962,4
That is disgusting!,very negative,0.6497,Trauma,0.4729,3
What is wrong with you?,very negative,0.4757,Trauma,0.1802,5
We're here?,uncertain,0.3478,Identity,0.6234,2
"See, told you I could do it!",uncertain,0.4105,Personal Growth,0.854,7
Motunui?,uncertain,0.2785,Personal Growth,0.5512,1
I'm home?,very positive,0.554,Identity,0.9363,2
Moana!,very positive,0.5244,Personal Growth,0.0756,1
Dad?,uncertain,0.3396,Family,0.9906,1
Moana!,very positive,0.5244,Personal Growth,0.0756,1
Mom?,uncertain,0.3447,Family,0.9891,1
Help!,uncertain,0.4477,Family,0.7238,1
No!,very negative,0.5534,Family,0.9037,1
Moana!,very positive,0.5244,Personal Growth,0.0756,1
Enjoy your beauty rest?,uncertain,0.3044,Family,0.5663,4
"You know, a real wayfinder never sleeps...",uncertain,0.3697,Personal Growth,0.4417,7
so they actually get where they need to go.,uncertain,0.2739,Family,0.7043,9
"Muscle up, buttercup.",uncertain,0.4324,Personal Growth,0.9621,3
We're here.,uncertain,0.3259,Family,0.8748,2
You're sure this guy's gonna have your hook?,uncertain,0.3281,Family,0.5366,8
Tamatoa?,uncertain,0.361,Personal Growth,0.2311,1
"Oh, he'll have it.",uncertain,0.2721,Family,0.882,4
He's a scavenger.,uncertain,0.36,Resilience,0.0852,3
Collects stuff.,uncertain,0.4157,Resilience,0.4349,2
Thinks it makes him look cool.,positive,0.5102,Personal Growth,0.6049,6
"And for Tamatoa, trust me...",uncertain,0.3078,Personal Growth,0.4439,5
my hook is the coolest collectible.,uncertain,0.4304,Romantic Love,0.0454,6
And he lives up there?,uncertain,0.3038,Resilience,0.6979,5
"No, no, no.",neutral,0.5052,Family,0.9084,3
That's just the entrance...,uncertain,0.3283,Resilience,0.0205,4
to Lalotai.,uncertain,0.2744,Romantic Love,0.6725,2
Lalotai?,uncertain,0.2922,Romantic Love,0.4772,1
Realm of monsters?,uncertain,0.3079,Trauma,0.0105,3
We're going to the realm of monsters?,uncertain,0.2844,Trauma,0.0069,7
We?,uncertain,0.2775,Family,0.6686,1
No.,very negative,0.4577,Family,0.8406,1
Me.,uncertain,0.3665,Identity,0.9921,1
You are gonna stay here with the other chicken.,uncertain,0.3165,Family,0.9359,9
That's what I'm talking about.,neutral,0.6209,Family,0.7542,5
Gimme some.,uncertain,0.3774,Family,0.7498,2
Come on.,uncertain,0.4016,Family,0.8255,2
That was a good one.,uncertain,0.4228,Family,0.8273,5
How do you not get it?,very negative,0.5705,Family,0.5145,6
"I called her a chicken, there's a chicken on the boat.",uncertain,0.2812,Resilience,0.2397,11
"I know she's human, but that's not the...",neutral,0.4889,Trauma,0.2595,8
You know what?,neutral,0.4551,Family,0.6533,3
Forget it.,uncertain,0.4056,Family,0.5781,2
Forget it!,uncertain,0.4047,Family,0.6504,2
I'm not explaining it to you.,negative,0.4566,Family,0.5865,6
'Cause then it's not funny.,uncertain,0.363,Family,0.5643,5
"So, daughter of the chief...",uncertain,0.2579,Family,0.9939,5
I thought you stayed in the village.,uncertain,0.3845,Identity,0.224,7
"You know, kissing babies and things.",uncertain,0.3579,Family,0.4243,6
"Hey, I'm just trying to understand...",uncertain,0.4118,Personal Growth,0.7528,6
why your people decided to send...,uncertain,0.3739,Family,0.6413,6
How do I phrase this?,uncertain,0.3514,Family,0.5903,5
You.,uncertain,0.4455,Identity,0.9779,1
My people didn't send me.,very negative,0.6407,Family,0.8814,5
The ocean did.,uncertain,0.4088,Resilience,0.7284,3
The ocean?,uncertain,0.3443,Resilience,0.1928,2
Makes sense.,uncertain,0.3614,Family,0.8883,2
"You're what, eight?",uncertain,0.3438,Personal Growth,0.8027,3
Can't sail.,very negative,0.53,Trauma,0.633,2
Obvious choice.,uncertain,0.3269,Family,0.8285,2
It chose me for a reason.,neutral,0.5199,Resilience,0.7623,6
If the ocean's so smart...,uncertain,0.4115,Resilience,0.7093,5
why didn't it just take the heart back to Te Fiti itself?,uncertain,0.286,Trauma,0.7052,12
Or bring me my hook?,uncertain,0.3546,Personal Growth,0.3569,5
The ocean's straight up kooky-dooks.,uncertain,0.3156,Trauma,0.0216,5
But I'm sure it's not wrong about you.,uncertain,0.4251,Family,0.7963,8
You're the Chosen One!,very positive,0.7341,Identity,0.9665,4
The ocean chose you for a reason.,uncertain,0.3301,Resilience,0.4632,7
"If you start singing, I'm gonna throw up.",uncertain,0.3885,Family,0.6344,8
"So, not seeing an entrance.",uncertain,0.3838,Personal Growth,0.2625,5
"Yes, because it only appears...",neutral,0.4596,Family,0.5427,5
after a human sacrifice.,very negative,0.5083,Trauma,0.2947,4
Kidding.,uncertain,0.3581,Family,0.282,1
So serious.,very negative,0.5009,Family,0.537,2
Don't worry...,very negative,0.5537,Resilience,0.8479,2
it's a lot farther down than it looks.,negative,0.5322,Resilience,0.6205,8
Cheeeehoooo!,uncertain,0.4167,Family,0.7249,1
I am still falling!,very negative,0.5266,Trauma,0.8368,4
You can do this.,uncertain,0.3201,Resilience,0.724,4
Go!,very positive,0.4999,Personal Growth,0.9034,1
And he sticks the landing.,uncertain,0.3642,Family,0.9062,5
What?,uncertain,0.396,Family,0.3908,1
"Dum-dum, she's not even here.",very negative,0.4716,Loneliness,0.8382,5
No mortal's gonna jump into the realm of...,uncertain,0.3131,Family,0.135,8
Huh?,uncertain,0.3473,Personal Growth,0.5272,1
"Well, she's dead.",uncertain,0.439,Trauma,0.5892,3
"Okay, let's get my hook.",uncertain,0.3993,Family,0.6528,5
Maui's fishhook!,very positive,0.5246,Resilience,0.0827,2
Yeah!,uncertain,0.3534,Family,0.8606,1
Sorry!,uncertain,0.2688,Grief,0.7504,1
I thought you were a monster...,very negative,0.7351,Trauma,0.7587,6
But I found your hook.,uncertain,0.439,Resilience,0.5376,5
"And, you're right, this Tamatoa guy really likes his treasure.",very positive,0.5399,Empathy,0.4999,10
Stay.,uncertain,0.3367,Resilience,0.9278,1
What?,uncertain,0.396,Family,0.3908,1
No.,very negative,0.4577,Family,0.8406,1
I'm the one who found...,uncertain,0.2836,Resilience,0.7453,5
Listen.,uncertain,0.3697,Family,0.904,1
For a thousand years...,uncertain,0.3171,Family,0.8933,4
I've only been thinking of keeping this hair silky...,uncertain,0.3211,Personal Growth,0.732,9
getting my hook...,uncertain,0.3525,Personal Growth,0.8834,3
and being awesome again.,very positive,0.6057,Personal Growth,0.9236,4
And it's not getting screwed up by a mortal...,uncertain,0.3651,Resilience,0.747,9
"who has no business inside of a monster cave, except...",uncertain,0.3375,Trauma,0.2785,10
Except...,uncertain,0.3529,Family,0.3555,1
maybe as bait.,neutral,0.5189,Family,0.1916,3
Huh?,uncertain,0.3473,Personal Growth,0.5272,1
Wow!,very positive,0.5691,Family,0.8282,1
"The shiny, glittery cave.",uncertain,0.3514,Resilience,0.0576,4
And just like me...,uncertain,0.3432,Identity,0.8924,4
it is covered in sparkly treasure.,very positive,0.5737,Family,0.6511,6
"Sparkle, sparkle, sparkle.",neutral,0.6688,Family,0.7918,3
You're not selling it!,very negative,0.5004,Family,0.6867,4
This is stupid!,uncertain,0.415,Family,0.3327,3
I'm just gonna walk up and get it!,very positive,0.5423,Personal Growth,0.8218,8
"You go up there, he will kill you.",very positive,0.4796,Family,0.5699,8
Just stick to the plan.,uncertain,0.4469,Family,0.7321,5
"When he shows up, keep him distracted.",negative,0.4934,Personal Growth,0.5623,7
Make him talk about himself.,uncertain,0.4373,Personal Growth,0.8762,5
He loves bragging about how great he is.,uncertain,0.4392,Personal Growth,0.7918,8
You two must get along swell.,uncertain,0.2972,Friendship,0.8781,6
"No, not since I ripped off his leg.",uncertain,0.4438,Trauma,0.9306,8
You ripped off his...,very negative,0.645,Trauma,0.7881,4
Maui?,uncertain,0.2611,Resilience,0.3449,1
What have we here?,uncertain,0.4373,Family,0.3243,4
"It's a sparkly, shiny...",uncertain,0.3331,Personal Growth,0.7371,4
Wait a minute.,neutral,0.5314,Family,0.7425,3
It's a human!,very positive,0.4598,Personal Growth,0.8482,3
"What are you doing down here, in the realm of the...",uncertain,0.3851,Identity,0.313,11
"Just pick an eye, babe.",uncertain,0.3267,Romantic Love,0.6627,5
I can't concentrate on what I'm saying if you keep...,neutral,0.4805,Family,0.6858,10
"Yeah, pick one, pick one!",uncertain,0.3563,Personal Growth,0.2571,5
"You're a funny-looking little thing, aren't you?",uncertain,0.4037,Family,0.7965,7
Don't!,very negative,0.5023,Family,0.8107,1
That's my gramma's!,uncertain,0.4065,Family,0.9971,3
"""That's my gramma's!"" I ate my gramma!",very positive,0.5532,Family,0.9861,7
"And it took a week, 'cause she was absolutely humongous.",uncertain,0.3435,Family,0.8699,10
Why are you here?,uncertain,0.3868,Identity,0.3387,4
'Cause you're amazing!,very positive,0.5861,Family,0.8306,3
And we mortals have heard of the tale of the crab who became a legend!,very positive,0.4942,Resilience,0.0257,15
And I just had to know...,uncertain,0.4259,Family,0.8179,6
how you became so...,neutral,0.4965,Personal Growth,0.8386,4
crabulous?,very negative,0.6689,Trauma,0.1551,1
Are you just trying to get me to talk about myself?,uncertain,0.3301,Identity,0.3944,11
Because if you are...,neutral,0.4662,Identity,0.6454,4
I will gladly do so.,uncertain,0.4062,Family,0.8173,5
Huh?,uncertain,0.3473,Personal Growth,0.5272,1
In song form!,very positive,0.5127,Romantic Love,0.6101,3
"Well, Tamatoa hasn't always been this glam I was a drab little crab once Now I know I can be happy as a clam Because I'm beautiful, baby And did your granny say Listen to your heart Be who you are on the inside I need three words To tear her argument apart Your granny lied I'd rather be shiny Like a treasure From a sunken pirate wreck Scrub the deck And make it look shiny I will sparkle like a Wealthy woman's neck Just a sec Don't ya know Fish are dumb, dumb, dumb They chase anything that glitters Beginners Oh, and here they come, come, come To the brightest thing that glitters Mm, fish dinners I just love free food And you look like seafood Hey, crab cake!",very positive,0.4869,Personal Growth,0.9851,130
I'm back.,uncertain,0.3526,Resilience,0.8794,2
It's Maui Time!,very positive,0.6391,Personal Growth,0.1742,3
"What do you say, little buddy?",neutral,0.5651,Friendship,0.8127,6
Giant hawk?,uncertain,0.2702,Resilience,0.0382,2
Coming up!,uncertain,0.4177,Family,0.7924,2
Cheeeehoooo!,uncertain,0.4167,Family,0.7249,1
Cheeeehoooo!,uncertain,0.4167,Family,0.7249,1
"Well, well, well.",uncertain,0.4017,Family,0.8425,3
Little Maui's having trouble with his look Ya little semi-demi-mini-god Ouch What a terrible performance Get the hook Get it?,very negative,0.5922,Personal Growth,0.6756,20
"You don't swing it Like you used to, man Yet I have to give you Credit for my start And your tattoos on the outside For just like you I made myself a work of art I'll never hide I can't I'm too shiny Watch me dazzle Like a diamond in the rough Strut my stuff My stuff is so shiny Send your armies But they'll never be enough My shell's too tough Maui, man You can try, try, try But you can't expect a demigod To beat a decapod Look it up You will die, die, die Now it's time for me to take apart Your achin' heart Far from the ones who abandoned you Chasing the love of these humans Who made you feel wanted You tried to be tough But your armor's just not hard enough Maui Now it's time to kick your heinie Ever seen someone so shiny Soak it in 'Cause it's the last you'll ever see C'est la vie Mon ami I'm so shiny Now I eat you so prepare your final plea Just for me You'll never be quite as shiny You wish you were nice and shiny Hey!",uncertain,0.3451,Personal Growth,0.921,196
Huh?,uncertain,0.3473,Personal Growth,0.5272,1
I got something shiny for ya!,positive,0.4669,Resilience,0.7339,6
The heart of Te Fiti.,very positive,0.6365,Family,0.9582,5
You can't run from me!,uncertain,0.3465,Identity,0.7762,5
"Oh, you can.",uncertain,0.4156,Family,0.8122,3
You keep surprising me.,neutral,0.5808,Personal Growth,0.8683,4
There's only so far you can get on those two little legs.,uncertain,0.4051,Family,0.4342,12
The power of creation...,uncertain,0.3665,Family,0.0847,4
for a crustacean.,uncertain,0.3971,Resilience,0.7645,3
Where is it?,uncertain,0.4163,Family,0.3797,3
Where is it?,uncertain,0.4163,Family,0.3797,3
We gotta go!,very positive,0.4749,Personal Growth,0.6678,3
What about the heart?,uncertain,0.4145,Personal Growth,0.4814,4
He can have it.,uncertain,0.4487,Family,0.8751,4
I've got a better one.,uncertain,0.3346,Family,0.5841,5
"Yes, I have the...",neutral,0.4584,Family,0.8671,4
Wait a minute.,neutral,0.5314,Family,0.7425,3
"I see, she's taken a barnacle and she's covered it in...",uncertain,0.3714,Trauma,0.6668,11
bioluminescent algae as a diversion.,uncertain,0.4274,Family,0.0362,5
Come back here!,very positive,0.6049,Family,0.797,3
Cheeeehoooo!,uncertain,0.4167,Family,0.7249,1
Hey!,uncertain,0.3457,Family,0.7355,1
Did you like the song?,uncertain,0.2671,Family,0.5907,5
We're alive!,very positive,0.6066,Resilience,0.9676,2
We're alive!,very positive,0.6066,Resilience,0.9676,2
Listen...,uncertain,0.3659,Family,0.8626,1
I appreciate what you did down there.,neutral,0.4807,Resilience,0.644,7
Mm-hmm.,neutral,0.4894,Family,0.8868,1
Took guts.,uncertain,0.3549,Personal Growth,0.8947,2
Mm-hmm.,neutral,0.4894,Family,0.8868,1
But...,uncertain,0.3872,Family,0.8111,1
Mm-hmm.,neutral,0.4894,Family,0.8868,1
I'm sorry.,uncertain,0.3758,Grief,0.7358,2
"I'm trying to be sincere for once, and it feels like you're distracted.",negative,0.5424,Personal Growth,0.6622,13
"No, no.",uncertain,0.4292,Family,0.8691,2
No way!,very negative,0.6604,Family,0.7808,2
Really?,uncertain,0.3086,Family,0.6704,1
Because you're looking at me like I have a...,uncertain,0.3145,Empathy,0.6426,9
shark head.,uncertain,0.2871,Trauma,0.2295,2
What?,uncertain,0.396,Family,0.3908,1
Do you have a shark head?,uncertain,0.3178,Trauma,0.1177,6
"Look, the point is...",neutral,0.5186,Family,0.6468,4
"for a little girl, child, thing, whatever...",uncertain,0.4332,Personal Growth,0.764,7
who had no business being down there...,uncertain,0.4461,Trauma,0.396,7
you did me a solid.,positive,0.4538,Friendship,0.8477,5
But you also almost died.,very negative,0.5895,Trauma,0.9444,5
And I couldn't even beat that dumb crab.,uncertain,0.4435,Trauma,0.597,8
"So, chances of beating Te Kā?",uncertain,0.3708,Resilience,0.078,6
Bupkis.,uncertain,0.3426,Personal Growth,0.3227,1
We're never making it to Te Fiti.,very negative,0.6982,Trauma,0.1651,7
This mission is cursed.,very negative,0.5539,Grief,0.4389,4
